Trigram,Frekuensi
functional test is,1
test is that,1
is that data,1
that data storage,1
data storage system,1
storage system which,1
system which has,1
which has been,1
has been developed,1
been developed is,1
developed is running,1
is running well,1
running well based,1
well based on,1
based on its,1
on its function,1
its function in,1
function in storing,1
in storing variety,1
storing variety of,1
variety of data,1
of data into,1
data storage based,1
storage based on,1
based on those,1
on those results,1
those results this,1
results this system,1
this system can,1
system can become,1
can become a,1
become a solution,1
a solution for,1
solution for iot,1
for iot data,1
iot data storage,1
data storage problem,1
storage problem keywords,1
problem keywords internet,1
keywords internet of,1
data storage sensor,1
storage sensor data,1
sensor data 1,1
data 1 pendahuluan,1
1 pendahuluan internet,1
pendahuluan internet of,1
things iot telah,1
iot telah berkembang,1
telah berkembang besar,1
berkembang besar dan,1
besar dan semakin,1
dan semakin mempengaruhi,1
semakin mempengaruhi berbagai,1
mempengaruhi berbagai bidang,1
berbagai bidang dalam,1
bidang dalam kehidupan,1
dalam kehidupan iot,1
kehidupan iot mengacu,1
iot mengacu kepada,1
mengacu kepada suatu,1
kepada suatu objek,1
suatu objek unik,1
objek unik yang,1
unik yang diidentifikasikan,1
yang diidentifikasikan dan,1
diidentifikasikan dan direpresentasikan,1
dan direpresentasikan secara,1
direpresentasikan secara virtual,1
secara virtual di,1
virtual di internet,1
di internet iot,1
internet iot dapat,1
iot dapat dijelaskan,1
dijelaskan sebagai 1,1
sebagai 1 set,1
1 set things,1
set things yang,1
things yang saling,1
yang saling terkoneksi,1
saling terkoneksi melalui,1
terkoneksi melalui internet,1
melalui internet things,1
internet things dapat,1
things dapat berupa,1
dapat berupa tags,1
berupa tags sensor,1
tags sensor peralatan,1
sensor peralatan rumah,1
rumah tangga dan,1
tangga dan lain,1
lain sebagainya iot,1
sebagainya iot berfungsi,1
iot berfungsi mengumpulkan,1
berfungsi mengumpulkan data,1
mengumpulkan data dan,1
dan informasi dari,1
informasi dari lingkungan,1
dari lingkungan fisik,1
lingkungan fisik environment,1
fisik environment yang,1
environment yang kemudian,1
yang kemudian data,1
kemudian data tersebut,1
tersebut akan diproses,1
akan diproses sesuai,1
diproses sesuai kepentingan,1
sesuai kepentingan dan,1
kepentingan dan kebutuhan,1
dan kebutuhan di,1
kebutuhan di setiap,1
di setiap bidangnya,2
setiap bidangnya konsep,1
bidangnya konsep iot,1
konsep iot mengacu,1
iot mengacu pada,1
mengacu pada 3,1
pada 3 elemen,1
3 elemen utama,1
elemen utama yaitu,1
utama yaitu barang,1
yaitu barang fisik,1
barang fisik yang,1
fisik yang dilengkapi,1
yang dilengkapi modul,1
dilengkapi modul iot,1
modul iot perangkat,1
iot perangkat koneksi,1
perangkat koneksi ke,1
koneksi ke jurnal,1
ke jurnal pengembangan,1
ilmu komputer 2550,1
komputer 2550 fakultas,1
2550 fakultas ilmu,1
universitas brawijaya internet,1
brawijaya internet seperti,1
internet seperti modem,1
seperti modem dan,1
modem dan router,1
dan router dan,1
router dan cloud,1
dan cloud data,1
cloud data center,1
data center tempat,1
center tempat untuk,1
tempat untuk menyimpan,1
untuk menyimpan aplikasi,1
menyimpan aplikasi beserta,1
aplikasi beserta data,1
beserta data storage,1
data storage penerapan,1
storage penerapan dalam,1
penerapan dalam iot,1
dalam iot sudah,1
iot sudah banyak,1
sudah banyak dilakukan,1
banyak dilakukan dengan,1
berbagai macam sensor,1
macam sensor dengan,1
sensor dengan kebutuhan,1
kebutuhan yang berdedabeda,1
yang berdedabeda di,1
berdedabeda di setiap,1
setiap bidangnya contohnya,1
bidangnya contohnya pada,1
contohnya pada penelitian,1
pada penelitian sebelumnya,5
penelitian sebelumnya yang,2
sebelumnya yang berjudul,1
yang berjudul pengembangan,1
berjudul pengembangan iot,1
pengembangan iot middleware,2
iot middleware berbasis,2
middleware berbasis eventbased,2
berbasis eventbased dengan,2
eventbased dengan protokol,2
dengan protokol komunikasi,2
protokol komunikasi coap,2
komunikasi coap mqtt,2
coap mqtt dan,3
mqtt dan websocket,3
dan websocket telah,1
websocket telah dikembangkan,1
telah dikembangkan sebuah,1
dikembangkan sebuah lingkungan,1
sebuah lingkungan iot,1
lingkungan iot yang,1
iot yang terdiri,1
terdiri dari node,1
node sensor sensor,1
sensor sensor suhu,1
sensor suhu dan,1
suhu dan kelembapan,1
dan kelembapan dan,1
kelembapan dan middleware,1
dan middleware dengan,1
middleware dengan mekanisme,1
dengan mekanisme publish,1
mekanisme publish subscribe,1
publish subscribe middleware,1
subscribe middleware dikembangkan,1
middleware dikembangkan untuk,1
dikembangkan untuk mengatasi,1
mengatasi masalah interoperabilitas,1
masalah interoperabilitas agar,1
interoperabilitas agar dapat,1
agar dapat menghubungan,1
dapat menghubungan perangkat,1
menghubungan perangkat yang,1
perangkat yang pada,1
yang pada dasarnya,1
dasarnya menggunakan protokol,1
menggunakan protokol berbeda,1
protokol berbeda yaitu,1
berbeda yaitu protokol,1
yaitu protokol coap,1
protokol coap mqtt,1
dan websocket middleware,1
websocket middleware tersebut,1
middleware tersebut mampu,1
tersebut mampu mendukung,1
mampu mendukung interoperabilitas,1
mendukung interoperabilitas dengan,1
interoperabilitas dengan menyediakan,1
dengan menyediakan gateway,1
menyediakan gateway multiprotokol,1
gateway multiprotokol untuk,1
multiprotokol untuk coap,1
untuk coap mqtt,1
dan websocket anwari,1
websocket anwari 2017,1
anwari 2017 middleware,1
2017 middleware yang,1
yang telah dikembangkan,3
telah dikembangkan tersebut,1
dikembangkan tersebut mampu,1
tersebut mampu menerima,1
mampu menerima data,1
menerima data dari,3
dari berbagai jenis,1
berbagai jenis sensor,1
jenis sensor dalam,1
sensor dalam hal,1
hal ini digunakan,1
ini digunakan redis,1
digunakan redis sebagai,1
redis sebagai database,1
sebagai database dan,1
database dan message,1
dan message broker,1
message broker oleh,1
broker oleh karena,1
diperlukan sebuah media,1
media penyimpanan untuk,1
penyimpanan untuk menampung,1
untuk menampung data,1
menampung data dari,1
data dari middleware,2
dari middleware karena,1
middleware karena middleware,1
karena middleware hanya,1
middleware hanya berfungsi,1
hanya berfungsi sebagai,1
media penyimpanan sementara,1
penyimpanan sementara dan,1
sementara dan terbatas,1
dan terbatas harapannya,1
terbatas harapannya didapat,1
harapannya didapat sebuah,1
didapat sebuah sistem,1
sebuah sistem iot,1
sistem iot yang,1
iot yang utuh,1
yang utuh dari,1
utuh dari node,1
node sensor sampai,1
sensor sampai ke,1
sampai ke pusat,1
ke pusat data,1
pusat data untuk,1
data untuk dilakukan,1
untuk dilakukan tahap,1
dilakukan tahap berikutnya,1
tahap berikutnya yaitu,1
berikutnya yaitu analisis,1
yaitu analisis data,1
analisis data terdapat,1
data terdapat tantangan,1
terdapat tantangan dalam,1
tantangan dalam membangun,1
dalam membangun media,1
membangun media penyimpanan,1
penyimpanan data sensor,1
data sensor yaitu,1
sensor yaitu volume,1
yaitu volume data,1
volume data yang,2
data yang besar,3
besar dan data,1
dan data yang,1
data yang dihasilkan,2
yang dihasilkan beragam,1
dihasilkan beragam karena,1
beragam karena kebutuhan,1
karena kebutuhan data,1
kebutuhan data yang,1
data yang semakin,1
semakin meningkat iot,1
meningkat iot membutuhkan,1
iot membutuhkan solusi,1
membutuhkan solusi penyimpanan,1
solusi penyimpanan data,2
tidak hanya mampu,1
hanya mampu menyimpan,1
mampu menyimpan data,1
menyimpan data besar,1
data besar secara,1
besar secara efisien,1
secara efisien namun,1
efisien namun juga,1
namun juga mendukung,1
juga mendukung skala,1
mendukung skala horizontal,1
skala horizontal peningkatan,1
horizontal peningkatan kapasitas,1
peningkatan kapasitas penyimpanan,1
kapasitas penyimpanan data,1
penyimpanan data selain,1
itu data iot,2
data iot dapat,1
iot dapat dikumpulkan,1
dapat dikumpulkan dari,1
dikumpulkan dari berbagai,1
sumber yang terdiri,1
terdiri dari berbagai,1
dari berbagai data,1
berbagai data terstruktur,1
data terstruktur dan,2
terstruktur dan tidak,3
dan tidak terstruktur,3
tidak terstruktur melihat,1
terstruktur melihat tantangan,1
melihat tantangan tersebut,1
tantangan tersebut dibutuhkan,1
tersebut dibutuhkan sebuah,1
dibutuhkan sebuah platform,1
sebuah platform penyimpanan,1
platform penyimpanan data,1
penyimpanan data dengan,1
data dengan kemampuan,1
dengan kemampuan menyimpan,1
kemampuan menyimpan dan,1
menyimpan dan mengelola,1
dan mengelola data,1
mengelola data iot,1
data iot yang,3
iot yang terstruktur,1
yang terstruktur dan,1
tidak terstruktur secara,1
terstruktur secara efisien,1
secara efisien jiang,1
efisien jiang xu,1
jiang xu 2014,2
xu 2014 sql,1
2014 sql dan,1
sql dan nosql,1
dan nosql merupakan,1
nosql merupakan teknologi,1
merupakan teknologi yang,1
teknologi yang banyak,1
yang banyak diterapkan,1
diterapkan untuk media,1
untuk media penyimpanan,1
media penyimpanan pada,1
penyimpanan pada sql,1
pada sql saat,1
sql saat data,1
saat data semakin,1
data semakin besar,1
besar data storage,1
data storage relasional,3
storage relasional akan,1
relasional akan membutuhkan,1
akan membutuhkan sumber,1
membutuhkan sumber daya,1
daya yang sangat,1
besar dalam mempertahankan,1
dalam mempertahankan performanya,1
mempertahankan performanya hal,1
performanya hal ini,1
hal ini berakibat,1
ini berakibat langsung,1
berakibat langsung ke,1
langsung ke membengkaknya,1
ke membengkaknya biaya,1
membengkaknya biaya operasional,1
biaya operasional dan,1
operasional dan infrastruktur,1
dan infrastruktur yang,1
infrastruktur yang dibutuhkan,1
yang dibutuhkan semakin,1
dibutuhkan semakin banyak,1
semakin banyak benda,1
banyak benda fisik,1
benda fisik sensor,1
fisik sensor yang,1
sensor yang digunakan,1
digunakan maka volume,1
maka volume data,1
dihasilkan akan semakin,1
akan semakin membesar,1
semakin membesar format,1
membesar format atau,1
format atau struktur,1
atau struktur data,1
struktur data yang,1
yang disimpan pun,1
disimpan pun semakin,1
pun semakin beragam,1
semakin beragam selain,1
beragam selain itu,1
iot yang dikumpulkan,1
yang dikumpulkan terdiri,1
dikumpulkan terdiri dari,1
terdiri dari data,1
dari data terstruktur,1
tidak terstruktur atzori,1
terstruktur atzori iera,1
atzori iera morabito,1
iera morabito 2010,1
morabito 2010 karena,1
2010 karena data,1
karena data storage,1
storage relasional memiliki,1
relasional memiliki struktur,1
memiliki struktur yang,1
struktur yang tetap,1
yang tetap fixed,1
tetap fixed maka,1
fixed maka tidak,1
maka tidak dapat,1
tidak dapat menjadi,1
menjadi solusi yang,1
solusi yang tepat,1
tepat untuk mengakomodasi,1
untuk mengakomodasi permasalahan,1
mengakomodasi permasalahan tersebut,1
permasalahan tersebut untuk,1
tersebut untuk mengatasi,1
mengatasi permasalahan volume,1
permasalahan volume data,1
volume data dan,1
data dan heterogenitas,1
dan heterogenitas tipe,1
heterogenitas tipe data,1
tipe data pada,1
yang berjudul a,1
berjudul a storage,1
a storage solution,1
storage solution for,1
solution for massive,1
for massive iot,1
massive iot data,1
iot data based,1
based on nosql,1
on nosql merancang,1
nosql merancang menajemen,1
merancang menajemen penyimpanan,1
menajemen penyimpanan yang,1
penyimpanan yang disebut,1
yang disebut iotmdb,1
disebut iotmdb yang,1
iotmdb yang berdasarkan,1
yang berdasarkan nosql,1
berdasarkan nosql yang,1
nosql yang menjadi,1
yang menjadi solusi,1
menjadi solusi penyimpanan,1
iot yang besar,1
besar dan heterogen,1
dan heterogen sistem,1
heterogen sistem iotmdb,1
sistem iotmdb dibagi,1
iotmdb dibagi menjadi,1
dibagi menjadi 4,1
menjadi 4 bagian,1
4 bagian utama,1
bagian utama yaitu,1
utama yaitu master,1
yaitu master node,1
master node yang,1
node yang menjadi,1
yang menjadi manajer,1
menjadi manajer dari,1
manajer dari setiap,1
dari setiap cluster,1
setiap cluster stanby,1
cluster stanby node,1
stanby node berfungsi,1
node berfungsi menjadi,1
berfungsi menjadi pengganti,1
menjadi pengganti saat,1
pengganti saat terjadi,1
saat terjadi error,1
terjadi error pada,1
error pada master,1
pada master node,1
master node data,1
node data reception,1
data reception node,1
reception node berfungsi,1
node berfungsi sebagai,1
berfungsi sebagai penerima,1
sebagai penerima data,2
penerima data sensor,1
data sensor dan,1
sensor dan slave,1
dan slave node,1
slave node untuk,1
node untuk menyimpan,1
untuk menyimpan seluruh,1
menyimpan seluruh data,1
seluruh data tingli,1
data tingli yang,1
tingli yang ye,1
yang ye shuo,1
ye shuo wei,1
shuo wei 2012,1
wei 2012 penelitian,1
2012 penelitian lain,1
lain yang berjudul,1
yang berjudul an,1
berjudul an iotoriented,1
an iotoriented data,2
iotoriented data storage,2
data storage framework,2
storage framework in,2
framework in cloud,2
in cloud computing,2
cloud computing platform,2
computing platform dirancang,1
platform dirancang sebuah,1
dirancang sebuah data,1
sebuah data storage,3
data storage yang,4
storage yang terdiri,1
terdiri dari hadoop,1
dari hadoop distributed,1
hadoop distributed file,1
distributed file system,1
file system hdfs,1
system hdfs untuk,1
hdfs untuk menyimpan,1
menyimpan data tidak,1
data tidak terstruktur,1
tidak terstruktur dan,1
terstruktur dan data,1
dan data storage,3
storage relasional yaitu,1
relasional yaitu sql,1
yaitu sql digabung,1
sql digabung dengan,1
digabung dengan data,1
dengan data storage,3
data storage non,1
storage non relasional,1
non relasional yaitu,1
relasional yaitu mongodb,1
yaitu mongodb jiang,1
mongodb jiang xu,1
xu 2014 penelitian,1
2014 penelitian ini,1
penelitian ini menyediakan,2
ini menyediakan berbagai,1
menyediakan berbagai subsistem,1
berbagai subsistem yang,1
subsistem yang bekerja,1
yang bekerja untuk,1
bekerja untuk menangani,1
untuk menangani masingmasing,1
menangani masingmasing tipe,1
masingmasing tipe data,1
tipe data dari,1
data dari referensi,1
dari referensi tersebut,1
referensi tersebut untuk,1
tersebut untuk menjawab,1
menjawab tantangan volume,1
tantangan volume dan,1
volume dan data,1
dan data pendekatan,1
data pendekatan nosql,1
pendekatan nosql lebih,1
nosql lebih diunggulkan,1
lebih diunggulkan di,1
diunggulkan di antara,1
di antara database,1
antara database nosql,1
database nosql ini,1
nosql ini mongodb,1
ini mongodb cukup,1
mongodb cukup populer,1
cukup populer karena,1
populer karena memiliki,1
karena memiliki banyak,1
memiliki banyak dukungan,1
banyak dukungan dari,1
dukungan dari berbagai,1
dari berbagai framework,1
berbagai framework web,1
framework web semantik,1
web semantik data,1
semantik data pada,1
data pada mongodb,3
pada mongodb menggunakan,1
mongodb menggunakan json,1
menggunakan json yang,1
json yang mudah,1
yang mudah dimengerti,1
mudah dimengerti mongodb,1
dimengerti mongodb juga,1
mongodb juga mempunyai,1
juga mempunyai model,1
mempunyai model data,1
model data yang,1
data yang fleksibel,1
yang fleksibel hal,1
fleksibel hal ini,1
sesuai dengan representasi,1
dengan representasi data,1
representasi data pada,1
sebelumnya yang menggunakan,1
yang menggunakan format,1
menggunakan format json,1
format json dalam,1
json dalam pengiriman,1
dalam pengiriman data,1
pengiriman data dari,2
data dari node,1
node sensor ke,1
sensor ke middleware,1
ke middleware selain,1
middleware selain itu,1
selain itu nosql,1
itu nosql sangat,1
nosql sangat sesuai,1
sangat sesuai untuk,1
sesuai untuk menampung,1
untuk menampung sejumlah,1
menampung sejumlah besar,1
sejumlah besar data,1
besar data log,1
data log yang,1
log yang tidak,1
tidak memiliki hubungan,1
memiliki hubungan dan,1
hubungan dan struktur,1
dan struktur beragam,1
struktur beragam dan,1
beragam dan rumit,1
dan rumit pada,1
rumit pada mongodb,1
pada mongodb juga,1
mongodb juga terdapat,1
juga terdapat teknologi,1
terdapat teknologi gridfs,1
teknologi gridfs yang,1
yang merupakan spesifikasi,1
merupakan spesifikasi jurnal,1
spesifikasi jurnal pengembangan,1
ilmu komputer 2551,1
komputer 2551 fakultas,1
2551 fakultas ilmu,1
universitas brawijaya dari,1
brawijaya dari mongodb,1
dari mongodb dimana,1
mongodb dimana dapat,1
dimana dapat mengatasi,1
dapat mengatasi permasalahan,2
mengatasi permasalahan iot,1
permasalahan iot data,1
iot data yang,1
yang besar format,1
besar format dan,1
format dan tipe,1
dan tipe data,2
tipe data yang,2
data yang berbeda,1
yang berbeda bahkan,1
berbeda bahkan untuk,1
bahkan untuk menyimpan,1
untuk menyimpan file,1
menyimpan file multimedia,1
file multimedia berukuran,1
multimedia berukuran besar,1
berukuran besar misal,1
besar misal gambar,1
misal gambar atau,1
atau video gridfs,1
video gridfs membagi,1
gridfs membagi data,1
menjadi dua koleksi,2
dua koleksi koleksi,1
koleksi koleksi file,1
koleksi file yang,1
file yang menyimpan,1
yang menyimpan metadata,1
menyimpan metadata file,1
metadata file dan,1
file dan koleksi,1
dan koleksi potongan,1
koleksi potongan chunks,1
potongan chunks yang,1
chunks yang menyimpan,1
yang menyimpan data,1
menyimpan data biner,1
data biner sebenarnya,1
biner sebenarnya dari,1
sebenarnya dari pembahasan,1
dari pembahasan sebelumnya,1
pembahasan sebelumnya maka,1
sebelumnya maka sistem,1
maka sistem media,1
sistem media penyimpanan,1
media penyimpanan akan,1
penyimpanan akan dibangun,1
akan dibangun dengan,1
dibangun dengan mongodb,1
dengan mongodb dan,1
dan gridfs selain,1
gridfs selain media,1
selain media penyimpanan,1
media penyimpanan dengan,1
penyimpanan dengan nosql,1
dengan nosql pada,1
nosql pada penelitian,1
ini menyediakan fitur,1
menyediakan fitur pengelolaan,1
fitur pengelolaan data,1
data yang mampu,1
yang mampu menjawab,1
mampu menjawab permasalahan,1
menjawab permasalahan format,1
permasalahan format data,1
format data tipe,1
data tipe data,1
besar dan beragam,2
dan beragam serta,1
beragam serta mampu,1
serta mampu berkomunikasi,1
berkomunikasi dengan middleware,1
dengan middleware pada,1
middleware pada penelitian,2
penelitian sebelumnya dan,1
sebelumnya dan aplikasi,1
dan aplikasi lain,1
aplikasi lain iot,1
lain iot apps,1
iot apps 2,1
apps 2 deskripsi,1
2 deskripsi umum,1
deskripsi umum sistem,1
umum sistem pada,1
sistem pada penelitian,1
peneliti akan berfokus,1
akan berfokus pada,1
berfokus pada bagian,1
pada bagian penyimpanan,1
bagian penyimpanan data,1
yang sudah dikirimkan,1
sudah dikirimkan ke,1
dikirimkan ke middleware,1
ke middleware middleware,1
middleware middleware menggunakan,1
middleware menggunakan metode,1
menggunakan metode publish,3
metode publish subscribe,3
publish subscribe dalam,1
subscribe dalam pertukaran,1
dalam pertukaran pesandata,1
pertukaran pesandata maka,1
pesandata maka untuk,1
maka untuk menerima,1
untuk menerima data,3
dari middleware tersebut,1
middleware tersebut harus,1
tersebut harus ada,1
harus ada subscriber,1
ada subscriber dimana,1
subscriber dimana pada,1
dimana pada penelitian,1
penelitian ini disebut,1
ini disebut internet,1
disebut internet gateway,1
gateway device igd,3
device igd dan,1
igd dan data,1
dan data selanjutnya,1
data selanjutnya disimpan,1
selanjutnya disimpan pada,1
disimpan pada data,2
pada data storage,5
data storage gridfs,8
storage gridfs untuk,1
gridfs untuk memudahkan,1
memudahkan proses get,1
proses get dan,1
get dan post,1
dan post data,1
post data dibangun,1
data dibangun api,1
dibangun api web,1
api web service,14
service untuk melihat,1
untuk melihat data,1
melihat data yang,1
disimpan dalam data,3
storage gridfs peneliti,1
gridfs peneliti membangun,1
peneliti membangun sebuah,1
membangun sebuah iot,1
sebuah iot app,2
iot app menggunakan,1
app menggunakan websocket,1
menggunakan websocket pada,1
websocket pada gambar,1
gambar 1 menjelaskan,1
1 menjelaskan tentang,1
menjelaskan tentang gambaran,1
tentang gambaran umum,1
gambaran umum sistem,2
umum sistem gambar,1
sistem gambar 1,1
gambar 1 gambaran,1
1 gambaran umum,1
umum sistem 3,1
sistem 3 perancangan,1
3 perancangan 31,1
perancangan 31 perancangan,1
31 perancangan internet,1
perancangan internet gateway,1
device igd internet,1
igd internet gateway,1
gateway device berfungsi,2
device berfungsi untuk,1
berfungsi untuk subscribe,1
untuk subscribe topik,1
subscribe topik yang,1
topik yang ada,4
ada di middleware,1
di middleware dalam,1
middleware dalam hal,1
hal ini berhubungan,1
berhubungan dengan broker,1
dengan broker middleware,1
broker middleware yang,1
telah dikembangkan oleh,1
dikembangkan oleh peneliti,1
oleh peneliti sebelumnya,1
peneliti sebelumnya menggunakan,1
sebelumnya menggunakan metode,2
publish subscribe sehingga,1
subscribe sehingga membutuhkan,1
sehingga membutuhkan penghubung,1
membutuhkan penghubung antara,1
penghubung antara middleware,1
antara middleware dengan,1
middleware dengan data,1
data storage untuk,3
storage untuk menyimpan,2
menyimpan data sensor,3
data sensor gambar,1
sensor gambar 2,1
gambar 2 menjelaskan,1
2 menjelaskan proses,1
menjelaskan proses dari,1
proses dari internet,1
dari internet gateway,6
gateway device internet,2
device internet gateway,2
device berfungsi sebagai,1
berfungsi sebagai subscriber,1
sebagai subscriber ke,1
subscriber ke middleware,1
ke middleware pada,1
penelitian sebelumnya internet,1
sebelumnya internet gateway,1
gateway device akan,5
device akan subscribe,1
akan subscribe berdasarkan,1
subscribe berdasarkan topik,1
berdasarkan topik yaitu,1
topik yaitu homeco,1
yaitu homeco dan,1
homeco dan gambar,1
dan gambar untuk,1
gambar untuk menerima,1
menerima data yang,1
data yang publish,1
yang publish oleh,1
publish oleh middleware,1
oleh middleware kemudian,1
middleware kemudian data,1
kemudian data dari,1
data dari internet,5
device akan dikirimkan,2
akan dikirimkan ke,1
dikirimkan ke api,1
ke api 32,1
api 32 perancangan,1
32 perancangan api,1
perancangan api restfull,1
api restfull web,5
restfull web service,5
web service data,1
service data dari,1
akan dikirimkan dan,1
dikirimkan dan disimpan,1
dan disimpan dalam,1
storage gridfs seperti,1
gridfs seperti pada,1
seperti pada penjelasan,1
pada penjelasan sebelumnya,1
penjelasan sebelumnya agar,1
sebelumnya agar data,1
agar data dapat,1
data dapat dikirim,1
dapat dikirim dan,1
dikirim dan diambil,1
dan diambil dengan,1
diambil dengan mudah,1
dengan mudah maka,1
mudah maka dibangun,1
maka dibangun sebuah,1
dibangun sebuah api,1
sebuah api restfull,1
web service dimana,1
service dimana api,1
dimana api ini,1
api ini akan,1
ini akan menjadi,1
akan menjadi penghubung,1
menjadi penghubung antara,1
penghubung antara internet,1
antara internet gateway,1
gateway device dan,2
device dan data,1
data storage mongodb,7
storage mongodb gridfs,5
mongodb gridfs gambar,1
gridfs gambar 2,1
gambar 2 menunjukkan,1
2 menunjukkan cara,1
menunjukkan cara kerja,1
cara kerja api,2
kerja api restfull,2
web service gambar,1
service gambar 2,1
gambar 2 cara,1
2 cara kerja,1
web service 33,1
service 33 perancangan,1
33 perancangan data,1
perancangan data storage,2
mongodb gridfs pada,2
gridfs pada bagian,1
bagian perancangan data,1
storage data yang,2
data yang berasal,3
berasal dari sensor,2
dari sensor akan,1
sensor akan disimpan,1
akan disimpan pada,1
gridfs data yang,1
dari sensor dht1122,2
sensor dht1122 sensor,1
dht1122 sensor co,1
sensor co dan,1
co dan sensor,1
dan sensor kamera,1
sensor kamera nantinya,1
kamera nantinya akan,1
nantinya akan di,1
akan di subscribe,1
di subscribe oleh,1
subscribe oleh internet,1
oleh internet gateway,3
gateway device ke,3
device ke middleware,1
ke middleware kemudian,1
middleware kemudian internet,1
kemudian internet gateway,1
device akan menyimpan,1
akan menyimpan data,2
menyimpan data tersebut,1
data tersebut ke,1
tersebut ke data,1
ke data storage,1
storage untuk data,1
untuk data dari,2
data dari sensor,2
sensor dht1122 dan,1
dht1122 dan sensor,1
dan sensor co,1
sensor co akan,1
co akan disimpan,1
akan disimpan dalam,2
disimpan dalam mongodb,1
dalam mongodb dan,1
mongodb dan untuk,1
dan untuk data,1
dari sensor kamera,1
sensor kamera akan,1
kamera akan disimpan,1
disimpan dalam gridfs,1
dalam gridfs gambar,1
gridfs gambar 3,1
gambar 3 menunjukkan,1
3 menunjukkan alur,1
menunjukkan alur komunikasi,1
alur komunikasi sistem,1
komunikasi sistem jurnal,1
sistem jurnal pengembangan,1
ilmu komputer 2552,1
komputer 2552 fakultas,1
2552 fakultas ilmu,1
universitas brawijaya gambar,1
brawijaya gambar 3,1
gambar 3 alur,1
3 alur komunikasi,1
alur komunikasi data,1
komunikasi data storage,1
data yang tersimpan,1
yang tersimpan ke,1
tersimpan ke dalam,1
ke dalam gridfs,1
dalam gridfs akan,1
gridfs akan dibagi,1
menjadi 2 bagian,1
2 bagian penyimpanan,1
bagian penyimpanan yang,1
penyimpanan yang pertama,1
yang pertama yaitu,2
pertama yaitu chunks,1
yaitu chunks file,1
chunks file dimana,1
file dimana file,1
dimana file yg,1
file yg besar,1
yg besar tadi,1
besar tadi akan,1
tadi akan dibagi,1
menjadi beberapa chunk,1
beberapa chunk yang,1
chunk yang berukuran,1
yang berukuran 255,1
berukuran 255 kb,1
255 kb tiap,1
kb tiap chunknya,1
tiap chunknya kemudian,1
chunknya kemudian bagian,1
kemudian bagian kedua,1
bagian kedua terdapat,1
kedua terdapat metadata,1
terdapat metadata 34,1
metadata 34 perancangan,1
34 perancangan iot,1
perancangan iot application,1
iot application untuk,1
application untuk membaca,1
untuk membaca dan,1
membaca dan menampilkan,1
dan menampilkan data,1
menampilkan data yang,1
data storage dibuatlah,1
storage dibuatlah sebuah,1
dibuatlah sebuah iot,1
iot app sederhana,1
app sederhana menggunakan,1
sederhana menggunakan bahasa,1
bahasa pemrograman web,1
pemrograman web seperti,1
web seperti php,1
seperti php css,1
php css dan,2
css dan javascript,2
dan javascript iot,1
javascript iot app,1
iot app ini,1
app ini dapat,1
ini dapat diakses,1
diakses oleh browser,1
oleh browser pada,1
browser pada smartphone,1
pada smartphone ataupun,1
smartphone ataupun laptop,1
ataupun laptop perancangan,1
laptop perancangan iot,1
perancangan iot app,1
iot app dijelaskan,1
app dijelaskan pada,1
dijelaskan pada gambar,1
gambar 4 pada,1
4 pada gambar,1
gambar 5 proses,1
5 proses dalam,1
proses dalam iot,1
dalam iot apps,1
iot apps terjadi,1
apps terjadi saat,1
terjadi saat masukan,1
saat masukan dari,1
masukan dari iot,1
dari iot apps,1
iot apps yang,1
apps yang berupa,1
yang berupa topik,1
berupa topik dari,1
topik dari topik,1
dari topik yang,1
topik yang diminta,1
yang diminta data,1
diminta data akan,1
data akan diambil,1
akan diambil dari,1
diambil dari penyimpanan,1
dari penyimpanan data,1
penyimpanan data mongodb,1
data mongodb atau,1
mongodb atau gridfs,1
atau gridfs sesuai,1
gridfs sesuai topik,1
sesuai topik tadi,1
topik tadi 4,1
tadi 4 implementasi,1
4 implementasi 41,1
implementasi 41 implementasi,1
41 implementasi lingkungan,1
implementasi lingkungan sistem,1
lingkungan sistem implementasi,1
sistem implementasi topologi,1
implementasi topologi jaringan,1
topologi jaringan akan,1
jaringan akan membahas,1
akan membahas konfigurasi,1
membahas konfigurasi yang,1
konfigurasi yang dibutuhkan,1
dibutuhkan oleh internet,1
device dan laptop,1
dan laptop dalam,1
laptop dalam membangun,1
dalam membangun sistem,2
membangun sistem untuk,1
sistem untuk pengujian,1
untuk pengujian sistem,1
pengujian sistem konfigurasi,1
sistem konfigurasi yang,1
konfigurasi yang akan,1
akan dilakukan adalah,1
dilakukan adalah mengatur,1
adalah mengatur alamat,1
mengatur alamat ip,1
alamat ip pada,1
ip pada interface,1
pada interface eth0,2
interface eth0 menjadi,1
eth0 menjadi static,1
menjadi static selain,1
static selain itu,1
itu diperlukan juga,1
diperlukan juga konfigurasi,1
juga konfigurasi ip,1
konfigurasi ip pada,2
ip pada internet,1
pada internet gateway,4
device untuk berkomunikasi,1
berkomunikasi dengan raspberry,1
dengan raspberry pi,1
raspberry pi dan,1
pi dan data,1
data storage 411,1
storage 411 konfigurasi,1
411 konfigurasi middleware,1
konfigurasi middleware dikembangkan,1
middleware dikembangkan sebuah,1
dikembangkan sebuah middleware,1
sebuah middleware yang,1
middleware yang dapat,1
yang dapat menerima,1
dapat menerima data,2
menerima data sensor,2
data sensor menggunakan,1
sensor menggunakan multiprotocol,1
menggunakan multiprotocol konfigurasi,1
multiprotocol konfigurasi pada,1
